normalized_median,r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
10937.203333252717,13157.215730197599,10974.62489448542,10937.203333252717,10937.203333252717,Project 289
14666.654382729708,16388.0951511321,15881.259132248766,14666.65438272971,14666.654382729708,Project 290
29426.75055825887,22096.483589220567,27551.861107852917,29426.750558258875,29426.75055825887,Project 291
9191.142574945683,13347.257634900958,11447.272925209092,9191.142574945683,9191.142574945683,Project 292
7399.525211992894,11676.31550842628,8930.916505210143,7399.525211992895,7399.525211992894,Project 293
22740.913520489707,19455.491834198794,21828.815389351315,22740.91352048971,22740.913520489707,Project 294
24927.539166402996,20379.53282534403,23683.07404368788,24927.539166402996,24927.539166402996,Project 295
7295.992188149924,11733.342999457258,8912.913742473947,7295.992188149925,7295.992188149924,Project 296
21135.157256854152,19040.71493094647,20657.409162369848,21135.157256854156,21135.157256854152,Project 297
6627.499189312462,10605.183570120855,7577.232158677492,6627.4991893124625,6627.499189312462,Project 298
14834.505553227631,16062.648943052714,15221.470056955359,14834.505553227633,14834.505553227631,Project 299
12605.880240029634,15270.933867396705,14054.583608246203,12605.880240029635,12605.880240029634,Project 300
8214.347744690369,12110.522507069349,9099.405576744412,8214.347744690369,8214.347744690369,Project 301
7512.209575596445,11209.872963544938,9001.84670171224,7512.209575596446,7512.209575596445,Project 302
8955.868478241773,12546.474457390745,10055.660943265728,8955.868478241775,8955.868478241773,Project 303
17358.871010827883,16841.39047095551,16651.053865426493,17358.871010827883,17358.871010827883,Project 304
9072.597234319419,12386.957169448935,9488.066123391645,9072.59723431942,9072.597234319419,Project 305
40806.66922167374,25790.927260834756,37373.529451173315,40806.66922167375,40806.66922167374,Project 306
36810.938184403734,24773.865016763117,34653.88439962837,36810.93818440374,36810.938184403734,Project 307
