majoritarian_moving_phantoms_distances,r1_quadratic_distances,r2_mean_distances,r3_median_distances,r4_capped_median_distances,changed_vote_l1_distances,round
7268.526642530993,12845.400031662655,48976.914383396084,3189.9372965480106,3189.9372965480106,3600904.0,79
7835.53204716467,13075.565878658646,47946.28786227148,3527.1288747792405,3527.1288747792405,3516960.0,80
2458.889787753509,14213.713909616788,54507.37072651522,2325.5755759486856,2325.5755759486856,4001229.0,81
2624.875995264978,20082.977065363953,86279.28775974168,4337.122179191196,4337.122179191196,6327573.0,82
8637.263435181012,16191.79983631532,60188.12626255471,5162.119093765561,5162.119093765561,4405789.0,83
8314.103107851068,18859.386711641986,81037.24177741077,4199.890055512209,4199.89005550876,5928629.0,84
5247.0166221807995,12700.38845484654,46930.625047886075,1401.2060739804165,1401.206073977044,3434923.0,85
18439.305242776685,17217.409843802627,66051.18617642258,5103.80801819037,5103.80801819037,4839643.0,86
8442.622350660866,13799.674561651707,50187.500380037905,5177.9235220201535,5177.9235220201535,3672491.0,87
5336.102032495804,16357.911845813607,64320.4640929638,3443.0686994510615,3443.0686994510615,4709707.0,88
4565.597650955831,15666.607576745766,61304.65086826714,3604.563055809087,3604.56305580568,4475042.0,89
5960.338870681484,15581.285906831698,59665.25018061127,3832.0634547066547,3832.0634547102454,4371167.0,90
4647.63700037224,14689.617738042049,61390.09789205395,3358.1045684603614,3358.1045684603614,4497309.0,91
3544.725835478137,14614.183941517687,56752.37779901603,2782.754749840353,2782.754749840353,4150913.0,92
4159.671597170065,12890.55377550505,46163.88410172112,4411.865435286076,4411.865435286076,3383582.0,93
4322.007618706135,17308.924805439852,71148.40160840674,2390.615671636484,2390.615671636484,5209276.0,94
6142.5770036273425,13568.986884348054,45182.74886124632,3823.8952375878016,3823.8952375878016,3295293.0,95
9826.349639104745,16065.709785398973,65040.15663395782,7891.920441312557,7891.920441316113,4754112.0,96
4034.215265949151,16177.331171569469,61912.902216468516,6133.488809125878,6133.488809125878,4521758.0,97
3107.218012574471,15595.203889853685,65151.260211880806,2038.8964254170041,2038.8964254170041,4779562.0,98
9736.797991336669,16819.47634824072,65426.24271961458,3514.8824062827534,3514.8824062861804,4778527.0,99
5962.491102202614,12938.311386917678,52269.32683639735,2472.6806450579898,2472.6806450579898,3849418.0,100
