round,normalized_median_gini_index,r1_quadratic_gini_index,r2_mean_gini_index,r3_median_gini_index,r4_capped_median_gini_index
67,0.1777284657633245,0.047293439392057796,0.1711639120668935,0.1777284657633245,-0.1
68,0.20614926385124163,0.05184230759736915,0.17075634346837587,0.20614926385124163,-0.1
69,0.20491895064881765,0.056765512449567755,0.18837762556690998,0.20491895064881765,-0.1
70,0.20389367805382125,0.0457307609322369,0.16363885983300525,0.20389367805382125,-0.09080495688184136
71,0.22646120424658792,0.043503144561203,0.16166287547656097,0.22646120424658792,-0.1
72,0.1599657138300998,0.043327673096942354,0.1384581652163932,0.1599657138300998,-0.1
73,0.2150334048233963,0.046715776765758533,0.16116078401517994,0.21503340482339658,-0.1
74,0.16735000657907576,0.03905506446425095,0.1480663002033742,0.16735000657907576,-0.1
75,0.19323106987152197,0.05037054764965475,0.17979112399941477,0.19323106987152175,-0.1
76,0.16210879267364314,0.026935545455353517,0.1281965386932377,0.16210879267364314,-0.1
77,0.2635365810330186,0.0785195261275284,0.202369970283567,0.2635365810330186,-0.09370335748734067
78,0.1404842966578137,0.017459332760419326,0.11633605095084235,0.1404842966578137,-0.1
79,0.22466211198479702,0.03322289340855144,0.18155437630247362,0.22466211198479702,-0.1
80,0.18665637930493187,0.04641745908701644,0.16157509022974872,0.18665637930493206,-0.1
81,0.15953230101441854,0.0023322066286467014,0.07572118765805923,0.15953230101441854,-0.1
82,0.2711825946475543,0.08352425656321591,0.22810900666931583,0.2711825946475543,-0.09507084645047968
83,0.19805793316073025,0.05474567756446935,0.17756297624224163,0.19805793316073025,-0.1
84,0.18015270188869498,0.05444411561846157,0.1660308835617488,0.18015270188869498,-0.1
85,0.12715815053572563,0.01190608177359514,0.11778617402793207,0.12715815053572543,-0.1
86,0.10412233176649138,0.0064126358905728905,0.09397226944735143,0.10412233176649159,-0.1
87,0.19358049294354937,0.03833643943927642,0.16115791370922722,0.19358049294354912,-0.1
88,0.16954549834555052,0.033275924987861506,0.14435500232332982,0.16954549834555016,-0.1
89,0.13970053663957924,0.02181289106112998,0.1155142145038927,0.13970053663957924,-0.1
90,0.12243161243798212,0.007119500310102665,0.0974775585732015,0.12243161243798192,-0.1
91,0.19182375508157815,0.039633162063522256,0.15613813118240252,0.19182375508157834,-0.1
92,0.05873612239641659,-0.010470364958235808,0.055037499138035254,0.05873612239641658,-0.1
93,0.16856452161700147,0.03272105655394569,0.13922728038050697,0.16856452161700147,-0.1
94,0.1291984573042162,0.01603986618633345,0.1043696080325762,0.129198457304216,-0.1
95,0.15578683644841926,0.028573210492870767,0.13328629229982777,0.15578683644841967,-0.1
96,0.09231460783559699,-0.0007133524534434079,0.07750956058555823,0.09231460783559697,-0.1
97,0.1586410299840733,0.046396867270242226,0.14816560267994924,0.15864102998407315,-0.1
98,0.0837951065406479,-0.013040098149652407,0.0507576016937336,0.0837951065406479,-0.1
99,0.24523368076424115,0.05456814213333557,0.1982092252478549,0.24523368076424115,-0.06294881871385007
100,0.15735085923504272,0.015852622599559087,0.11030355831729992,0.15735085923504272,-0.1
