r1_quadratic,r2_mean,r3_median,r4_capped_median,Project
11622.652927762312,2210.4615419808533,1089.8160009040485,1092.1307682342588,Project 67
33571.67168627421,14183.125107999032,14165.147982189064,14195.234732383195,Project 68
32578.453032221983,14076.210866682715,13885.522447676965,13915.015273711932,Project 69
16185.908161870157,3699.696664760546,2435.5296655977727,2440.7027264603466,Project 70
24231.62115873336,7737.206523735234,7179.058800424899,7194.307109092689,Project 71
67063.12434801814,58873.06569468089,49293.54505201898,49398.244457773726,Project 72
10122.323505443981,1848.8756104606061,504.18527021916884,0.0,Project 73
44271.022447557974,26314.669470191584,23968.99990432386,24019.910019306866,Project 74
15648.358085016098,3836.2935178165967,2787.3770773642605,2764.280346835488,Project 75
26220.29995659783,8659.252419898088,8907.478775044558,8926.398244795333,Project 76
48008.732342153584,30299.32842596878,29909.78931037251,29973.317651938145,Project 77
65477.86459395955,52657.57661240562,58366.98701281286,58490.95839384231,Project 78
26119.398389300528,13289.065570239714,2890.7479320955463,2896.887875781028,Project 79
13855.609733188063,3725.851128332081,762.9075434491444,0.0,Project 80
43551.97316395067,25438.353487454413,24000.520544941442,24051.49760971145,Project 81
33794.4174426226,15087.024357832632,15626.833047085314,15660.024413868367,Project 82
40464.93785618945,20962.915076753892,20938.20170846432,20982.674413240078,Project 83
19918.45717080438,6081.1555159652935,3052.4796411131692,3058.963102673212,Project 84
43339.27785429169,23169.600211455716,23830.14423073108,23880.75941649981,Project 85
24795.632214159403,8942.377872460684,6193.111381709096,6206.26553973838,Project 86
25917.06641320217,14107.01498152951,3287.53128379696,3294.513994645824,Project 87
42063.1284694655,22872.56113954359,22728.194276486127,22776.468922428416,Project 88
71713.24726914878,64933.60988657245,68755.11597578881,68901.15172504699,Project 89
89533.60711483804,95917.30611779707,99475.42692440994,99686.71256181326,Project 90
49964.53017108353,34393.48502391594,33110.30506292296,33180.63129449725,Project 91
40997.74789012612,23234.539614127694,19863.59953549636,19905.78978708654,Project 92
10075.51136645926,1796.8300639839904,558.6148015509683,0.0,Project 93
17338.741176050728,4457.806175874926,3196.536052508884,3203.3254896414355,Project 94
18979.00718184666,5177.85106485726,4099.368476389302,4108.075528052856,Project 95
11335.588997708459,2314.782308329124,1395.3018423572387,1155.0243409213408,Project 96
102670.72821862911,129270.40855649603,123025.72584445348,123287.03227666214,Project 97
47433.989232520194,27369.35170093339,28876.8577499827,28938.192146672915,Project 98
26666.62065946126,9200.992631977995,9917.475778405,9938.540480071115,Project 99
91168.2929348334,100959.9017524711,97599.9169314431,97807.21898881493,Project 100
23154.205388226175,9527.775871357546,4246.281485299797,4255.300579944118,Project 101
109940.81103443299,155421.34041236975,145768.3915780581,146078.00339355937,Project 102
44373.41437287438,25061.62509342166,23277.02219665533,23326.462552165525,Project 103
181150.83555358424,394155.5199180314,432278.657836671,433196.81696984346,Project 104
234976.12893932252,671164.1810436147,730362.4989136299,500000.0,Project 105
112901.85164195362,174275.46777219788,136256.05593712657,136545.4635679238,Project 106
34082.13161567694,15713.586626856742,14834.381106430146,14865.88930664061,Project 107
33416.914795513636,14758.465194218192,14013.916895657481,14043.68243128133,Project 108
31549.2212970794,13409.439914841903,11017.632947307442,11041.034380926987,Project 109
15297.63354929228,3601.9576289726647,2228.525018290489,2182.981205949287,Project 110
10966.52003721364,1988.1643698890773,680.4936899894346,0.0,Project 111
72823.09518433701,63877.187558754355,66086.04729780674,66226.41394973772,Project 112
21081.101085008042,5834.358486919775,5485.056708912002,5496.706960021924,Project 113
77599.62424886104,72955.7059775913,72704.71242568364,72859.13711107614,Project 114
74677.44639477249,67055.13453723899,70060.33980528085,70209.14784773036,Project 115
28366.712905658616,11683.623619312139,7343.485049475842,7359.0825992166365,Project 116
38150.49085694135,18762.44447204549,19315.937859434125,19356.964878556893,Project 117
14642.964503638515,3295.587145076888,2445.766921704857,2389.0529168160556,Project 118
14930.068085723675,3258.2767933861915,2277.3053538297963,2282.1423465235957,Project 119
32835.26394557268,15857.53838288892,11583.300404072133,11607.903314406643,Project 120
73037.8133119404,65246.300116931234,69941.66414615157,70090.22012170318,Project 121
24939.542394370605,7899.720054660101,8406.824079178392,8424.680159207648,Project 122
64835.50530071865,52588.6043935865,52848.860702188096,52961.1115923299,Project 123
56340.18697781923,41739.322573504905,40421.468268632234,40507.32339840622,Project 124
42954.0336352397,24816.34129923107,22603.41052040756,22651.420125864417,Project 125
82227.20959519595,81987.66207188708,82355.7902767842,82530.71383509882,Project 126
27114.79869603207,9367.402899116765,9733.606027331383,9754.280189959309,Project 127
21302.958037774544,6336.418932470415,5781.734348587888,5794.014742499305,Project 128
23344.974292825278,7603.372811935075,6613.873246077766,6627.921101590507,Project 129
156300.99724566002,290235.12026132277,306908.19959484955,307560.07208819385,Project 130
12904.293455986017,2621.442162434059,2028.581498895311,1973.624788121675,Project 131
14911.871341570402,4440.998341053948,787.9205144362993,0.0,Project 132
38562.109346622114,19702.10645538757,17717.815081352797,17755.447690416164,Project 133
21646.362138590317,6241.706652066199,5426.948760560064,5438.475590486629,Project 134
31432.158169191265,12209.060296374431,12451.328912780506,12477.77551418946,Project 135
23349.22304551157,8102.745404532073,5816.661484411435,5829.0160634998665,Project 136
57895.843566556956,40779.20288291112,39913.62066903736,39998.397131374535,Project 137
27061.88060791412,11379.64980523894,7795.789740234319,7812.3479843681125,Project 138
18935.568720102132,4941.8054127400455,4038.8996898373307,4047.4783059012134,Project 139
51982.59590905488,33136.634438200905,36743.08343691678,36821.125683571634,Project 140
51818.09185796667,33160.20666436103,30080.06827566694,30143.958289464914,Project 141
58298.18142641262,41730.749849245454,47644.136900252546,47745.3329659015,Project 142
17984.229633473915,4812.502168877884,2843.2213536612053,2849.2603509750197,Project 143
24535.004708278866,8343.092276644662,7249.36700573317,7264.764648909316,Project 144
62266.886878928584,46206.969239647544,46931.39171702273,47031.07391311615,Project 145
70848.51507300111,61261.8313723228,62435.37369989689,62567.986327322156,Project 146
99401.16645222067,121338.51779708409,124785.89199029791,125050.93701240317,Project 147
107618.43837301127,158721.3000404903,137608.76912887057,137901.0499201837,Project 148
23078.036119916127,6793.61750212737,6403.329209553502,6416.929869891173,Project 149
50921.14751975403,31608.232001680208,32372.615160430996,32441.374539908516,Project 150
31067.017931558104,12283.261440945009,12171.226232714984,12197.077896508428,Project 151
15566.138304488772,4180.8514277876775,1169.0585662400026,1171.5416446440543,Project 152
18812.58476836529,5018.576518412762,3860.101897857903,3868.300747716074,Project 153
30583.94230876115,11808.618661126664,12102.53825519859,12128.24402584475,Project 154
33985.973875658085,15445.456397305152,14995.052855084767,15026.902321815787,Project 155
16461.10874222009,3872.636929591873,3478.950440630928,3486.339725442963,Project 156
10950.107622321379,2019.4781885310017,889.5550647189407,0.0,Project 157
12841.218691596128,3674.6787492384315,1089.8100001979556,0.0,Project 158
19439.409251351775,5031.009199312252,4469.348120075519,4478.84100787227,Project 159
20660.59086979326,6595.9953081542835,3787.292367265447,3795.3365698046173,Project 160
89305.33609347619,98434.41628513427,103898.07816620571,104118.75750731582,Project 161
21116.873440410513,7721.503208270505,3864.3213365864644,3872.52914852531,Project 162
45024.82192127346,26333.85228788004,25293.52855703697,25347.251968622968,Project 163
26210.8018434173,9902.617558871316,7919.703229927038,7936.524666101941,Project 164
40111.170948860825,19396.674141713906,20559.524077791033,20603.19247192405,Project 165
64464.58645472105,50552.893371835824,57884.02577070065,58006.971342874225,Project 166
9293.368189882294,1537.5011955857788,445.58448311661726,0.0,Project 167
18155.265883566157,5374.785037149772,3404.5956710532264,3372.8488925987754,Project 168
94266.96140039206,105753.51178208,115296.98555846546,115541.87615946696,Project 169
10916.623679657772,2509.9757740535397,686.2263834721109,0.0,Project 170
36614.321848698346,18129.20581515141,14651.831678237675,14682.952143773502,Project 171
20895.499230072215,5746.4099294761545,5381.265345194852,5392.695143624969,Project 172
53401.472930838936,37122.469455907216,36020.54204237046,36097.049612333634,Project 173
58892.605800004516,42196.51272275831,40182.46627904039,40267.81376899543,Project 174
132116.27048776808,215526.83799426001,250923.46694635472,251456.4279628829,Project 175
37117.468125892374,17888.77806800308,17369.27214004277,17406.16444449228,Project 176
41110.424590748786,23451.411584590598,20007.174729886377,20049.669934944966,Project 177
169114.44004003317,352132.6960156889,364626.0296648085,365400.494730941,Project 178
23385.700677155666,8095.545890792183,5493.488858515511,5380.865453774509,Project 179
40982.62164003647,21714.509404469314,20669.47148986091,20713.373412109937,Project 180
14020.069768607009,2917.3602166149235,2046.071531614543,2050.417384063696,Project 181
55388.307666673056,38351.5262303333,37838.21015852778,37918.57845247459,Project 182
62194.0144205491,46353.7037843135,46865.64748821192,46965.19004367529,Project 183
109237.72281842768,141584.72926503263,152656.9697500025,152981.21289381126,Project 184
43466.38451602102,23389.792631986904,23144.712835147646,23193.872165799294,Project 185
53095.66549089318,33640.61617144766,34393.88305319681,34466.93560223681,Project 186
96303.6609519613,112192.11805943678,119735.11200348823,119989.42917750185,Project 187
14177.871602820715,3804.196551635245,643.4174534439669,0.0,Project 188
142673.17654965585,255703.75540990353,227432.8179287795,227915.88484679363,Project 189
30646.933239607883,11976.322034022578,12205.467547679502,12231.391939967625,Project 190
24196.701710877256,7849.551305778062,7044.564544738417,7059.527187836144,Project 191
7554.40510402256,1520.1988439670904,76.2570837832373,0.0,Project 192
75476.20090172574,71791.96772490353,69100.25979980605,69247.02863395875,Project 193
61816.41149320647,46959.317755993914,47770.001403190116,47871.464804829,Project 194
18351.09394571996,4640.7048298474265,4027.518983935044,4036.073427398969,Project 195
9051.052674666254,1459.7290189233,424.7994971301156,0.0,Project 196
12449.08985947809,2458.551830888477,1502.1769595251612,1500.7457114424515,Project 197
18215.780265514702,6325.355365080861,1713.9598339823992,1717.6002817512924,Project 198
13429.753884776352,2801.235403345214,2009.2946065081467,2013.5623448309964,Project 199
19715.273547015935,6183.074987167182,3354.329226902022,3361.4538164682995,Project 200
19621.094365249523,6259.632640134491,2721.0738278151184,2726.8533839920256,Project 201
17322.92689439745,5489.975495009364,1271.2927618916888,1273.992985553223,Project 202
25005.975783549566,10470.633316116855,5323.152522785253,5334.458889679526,Project 203
22664.321352746738,6912.850283135156,6072.5220315851375,6085.420058040095,Project 204
92525.11693549334,102918.5170425224,103769.71442991357,103990.12112666639,Project 205
23214.386175046675,8311.267892938222,4280.104898707487,4289.195834224292,Project 206
25119.988657162958,8288.892564127516,7323.937378832513,7339.493409354144,Project 207
88843.08144501287,94501.86243495473,100458.79202073789,100672.16632393136,Project 208
18658.404436474302,4749.625548080987,4474.0460834054165,4483.548949668282,Project 209
17377.328170616594,4252.8367662072305,3822.0899316138693,3830.208044120463,Project 210
52179.993724768865,32638.52652300938,33284.623904755696,33355.32038925322,Project 211
17294.063030411788,4157.557340748632,3164.140478214888,3170.861107202801,Project 212
16239.497195163607,4552.394452195283,1317.6246190055426,1320.423251452694,Project 213
71833.50957018118,62657.78247158876,70545.35637390829,70695.19459072371,Project 214
26935.630703524574,9657.46898234702,9390.451955756089,9410.3972597203,Project 215
62875.862961106,53840.148124817984,53472.61569910194,53437.85687477313,Project 216
328918.00325059803,1312193.8414802805,1456805.46142169,500000.0,Project 217
12420.147155617737,2504.670789229018,1615.7868886390495,1484.4390708092726,Project 218
27820.031220338995,10189.894268044218,9312.231790951544,9332.010955418902,Project 219
95370.66583336794,115727.42072726457,94142.01964748642,94341.97713691514,Project 220
29245.34629899058,10560.180097634899,11092.250559081913,11115.810480381811,Project 221
75479.87188864077,73429.44478024462,81169.68814999025,81342.09242940723,Project 222
69827.7737071993,59633.13521183189,64389.27927642749,64526.04199597027,Project 223
54679.56478091114,35981.62602660125,35025.03997210502,35099.43309736606,Project 224
58055.20956562182,42224.560656171874,44999.45563434878,45095.03440149225,Project 225
36626.48000974127,19294.326941999687,16073.017157743307,16107.156218817643,Project 226
26749.665918169176,9714.593202630045,9187.090294293112,9172.057809186534,Project 227
15802.425093282054,3597.0910592556834,2919.4379644167784,2925.6388456820578,Project 228
35423.597785289334,16144.697055250403,15987.767373272216,16021.725363949497,Project 229
26777.913749054413,11065.701985758316,6350.304061561675,6363.792096575302,Project 230
