round,majoritarian_moving_phantoms_gini_index,r1_quadratic_gini_index,r2_mean_gini_index,r3_median_gini_index,r4_capped_median_gini_index
88,0.20795513113870445,0.1039802093251915,0.2090035171049063,0.24780607239455052,0.192627116603927
89,0.23963564449820132,0.12628147773096957,0.24756581992984583,0.2963324097931008,0.20315184416901957
90,0.2369563809488269,0.11934073115451257,0.23597120502942645,0.28592226434787454,0.20843700218841427
91,0.22810839582689715,0.11887505476864198,0.22927801397398614,0.27744883364761425,0.21118073974959423
92,0.18698303551082576,0.09824426644014436,0.1961555644992476,0.23462566087996925,0.1893200685775763
93,0.22405733708304867,0.11805134692344421,0.22998016141794045,0.2647268854371231,0.203248769143934
94,0.28605820347642386,0.14623714123416645,0.2874726889277983,0.33483284061958807,0.22200060210869832
95,0.22669405479783067,0.12163316900040687,0.2338977657237625,0.27324240123883475,0.21788486705019466
96,0.23477624505378625,0.12148076064956212,0.24454208415373832,0.2834445691923892,0.1967525390274295
97,0.24271894977277594,0.127589598328148,0.23859268950313292,0.28972153624853797,0.23298603720598673
98,0.20699413788460702,0.10437001790731161,0.20958785284424217,0.25381107672976255,0.18891493900937342
99,0.20594203986874193,0.10610438339601547,0.20996563884373032,0.2437910328676375,0.19852890111702998
100,0.2268224006197313,0.12052525043364139,0.23490923773847552,0.28097413755343736,0.20855704091653685
